t;Analityczne;MBE(stabline);MPE;MT
14.73;6.30334e-006;6.11851e-006;6.5552e-006;6.3624e-006
14.74;6.24459e-006;6.06134e-006;6.49427e-006;6.3031e-006
14.75;6.18639e-006;6.00469e-006;6.4339e-006;6.24435e-006
14.76;6.12872e-006;5.94857e-006;6.37408e-006;6.18615e-006
14.77;6.07159e-006;5.89297e-006;6.31482e-006;6.12848e-006
14.78;6.01499e-006;5.83789e-006;6.25611e-006;6.07135e-006
14.79;5.95891e-006;5.78333e-006;6.19794e-006;6.01475e-006
14.8;5.90335e-006;5.72927e-006;6.14031e-006;5.95868e-006
14.81;5.84831e-006;5.67571e-006;6.08322e-006;5.90312e-006
14.82;5.79378e-006;5.62265e-006;6.02665e-006;5.84808e-006
14.83;5.73976e-006;5.57009e-006;5.97061e-006;5.79356e-006
14.84;5.68624e-006;5.51801e-006;5.91508e-006;5.73954e-006
14.85;5.63321e-006;5.46642e-006;5.86007e-006;5.68602e-006
14.86;5.58068e-006;5.41531e-006;5.80557e-006;5.63299e-006
14.87;5.52864e-006;5.36468e-006;5.75157e-006;5.58046e-006
14.88;5.47707e-006;5.31452e-006;5.69808e-006;5.52842e-006
14.89;5.42599e-006;5.26482e-006;5.64507e-006;5.47686e-006
14.9;5.37538e-006;5.21559e-006;5.59256e-006;5.42578e-006
14.91;5.32524e-006;5.16681e-006;5.54054e-006;5.37517e-006
14.92;5.27557e-006;5.11849e-006;5.489e-006;5.32503e-006
14.93;5.22636e-006;5.07062e-006;5.43793e-006;5.27536e-006
14.94;5.1776e-006;5.02319e-006;5.38734e-006;5.22615e-006
14.95;5.1293e-006;4.97621e-006;5.33721e-006;5.1774e-006
14.96;5.08145e-006;4.92966e-006;5.28755e-006;5.1291e-006
14.97;5.03404e-006;4.88355e-006;5.23835e-006;5.08125e-006
14.98;4.98707e-006;4.83787e-006;5.18961e-006;5.03384e-006
14.99;4.94054e-006;4.79261e-006;5.14132e-006;4.98687e-006
15;4.89444e-006;4.74777e-006;5.09347e-006;4.94034e-006
15.01;4.84877e-006;4.70335e-006;5.04607e-006;4.89424e-006
15.02;4.80352e-006;4.65935e-006;4.99911e-006;4.84857e-006
15.03;4.75869e-006;4.61575e-006;4.95258e-006;4.80333e-006
15.04;4.71428e-006;4.57257e-006;4.90649e-006;4.7585e-006
15.05;4.67028e-006;4.52978e-006;4.86082e-006;4.71409e-006
15.06;4.62669e-006;4.48739e-006;4.81557e-006;4.67009e-006
15.07;4.58351e-006;4.4454e-006;4.77074e-006;4.62651e-006
15.08;4.54073e-006;4.4038e-006;4.72633e-006;4.58332e-006
15.09;4.49834e-006;4.36258e-006;4.68233e-006;4.54054e-006
15.1;4.45635e-006;4.32175e-006;4.63874e-006;4.49816e-006
15.11;4.41475e-006;4.2813e-006;4.59555e-006;4.45617e-006
15.12;4.37353e-006;4.24123e-006;4.55277e-006;4.41457e-006
15.13;4.3327e-006;4.20153e-006;4.51038e-006;4.37336e-006
15.14;4.29225e-006;4.1622e-006;4.46838e-006;4.33253e-006
15.15;4.25217e-006;4.12324e-006;4.42677e-006;4.29208e-006
15.16;4.21247e-006;4.08464e-006;4.38555e-006;4.252e-006
15.17;4.17314e-006;4.0464e-006;4.34471e-006;4.2123e-006
15.18;4.13417e-006;4.00852e-006;4.30425e-006;4.17297e-006
15.19;4.09556e-006;3.97099e-006;4.26416e-006;4.134e-006
15.2;4.05732e-006;3.93381e-006;4.22444e-006;4.0954e-006
15.21;4.01943e-006;3.89697e-006;4.1851e-006;4.05715e-006
15.22;3.98189e-006;3.86048e-006;4.14612e-006;4.01926e-006
15.23;3.9447e-006;3.82433e-006;4.1075e-006;3.98172e-006
15.24;3.90785e-006;3.78852e-006;4.06923e-006;3.94454e-006
15.25;3.87135e-006;3.75304e-006;4.03133e-006;3.90769e-006
15.26;3.83519e-006;3.71789e-006;3.99377e-006;3.87119e-006
15.27;3.79936e-006;3.68307e-006;3.95657e-006;3.83503e-006
15.28;3.76387e-006;3.64858e-006;3.9197e-006;3.79921e-006
15.29;3.72871e-006;3.6144e-006;3.88318e-006;3.76372e-006
15.3;3.69387e-006;3.58055e-006;3.847e-006;3.72856e-006
15.31;3.65936e-006;3.54701e-006;3.81116e-006;3.69372e-006
15.32;3.62517e-006;3.51378e-006;3.77564e-006;3.65921e-006
15.33;3.5913e-006;3.48087e-006;3.74046e-006;3.62502e-006
15.34;3.55774e-006;3.44826e-006;3.7056e-006;3.59115e-006
15.35;3.5245e-006;3.41595e-006;3.67107e-006;3.5576e-006
15.36;3.49156e-006;3.38395e-006;3.63686e-006;3.52435e-006
15.37;3.45894e-006;3.35224e-006;3.60296e-006;3.49142e-006
15.38;3.42661e-006;3.32083e-006;3.56938e-006;3.45879e-006
15.39;3.39459e-006;3.28972e-006;3.53611e-006;3.42647e-006
15.4;3.36286e-006;3.25889e-006;3.50315e-006;3.39445e-006
15.41;3.33143e-006;3.22835e-006;3.4705e-006;3.36272e-006
15.42;3.30029e-006;3.1981e-006;3.43815e-006;3.33129e-006
15.43;3.26944e-006;3.16813e-006;3.4061e-006;3.30015e-006
15.44;3.23888e-006;3.13844e-006;3.37434e-006;3.26931e-006
15.45;3.2086e-006;3.10902e-006;3.34288e-006;3.23875e-006
15.46;3.17861e-006;3.07988e-006;3.31172e-006;3.20847e-006
15.47;3.14889e-006;3.05101e-006;3.28084e-006;3.17848e-006
15.48;3.11945e-006;3.02242e-006;3.25025e-006;3.14876e-006
15.49;3.09029e-006;2.99409e-006;3.21994e-006;3.11932e-006
15.5;3.0614e-006;2.96602e-006;3.18992e-006;3.09016e-006
15.51;3.03277e-006;2.93821e-006;3.16017e-006;3.06127e-006
15.52;3.00441e-006;2.91067e-006;3.1307e-006;3.03264e-006
15.53;2.97632e-006;2.88338e-006;3.1015e-006;3.00429e-006
15.54;2.94849e-006;2.85635e-006;3.07258e-006;2.97619e-006
15.55;2.92091e-006;2.82957e-006;3.04392e-006;2.94836e-006
15.56;2.8936e-006;2.80304e-006;3.01553e-006;2.92079e-006
15.57;2.86654e-006;2.77675e-006;2.98741e-006;2.89348e-006
15.58;2.83973e-006;2.75071e-006;2.95954e-006;2.86641e-006
15.59;2.81317e-006;2.72492e-006;2.93193e-006;2.83961e-006
15.6;2.78685e-006;2.69937e-006;2.90458e-006;2.81305e-006
15.61;2.76079e-006;2.67405e-006;2.87749e-006;2.78674e-006
15.62;2.73496e-006;2.64897e-006;2.85064e-006;2.76067e-006
15.63;2.70938e-006;2.62413e-006;2.82405e-006;2.73485e-006
15.64;2.68403e-006;2.59952e-006;2.7977e-006;2.70926e-006
15.65;2.65892e-006;2.57514e-006;2.7716e-006;2.68392e-006
15.66;2.63405e-006;2.55098e-006;2.74574e-006;2.65881e-006
15.67;2.6094e-006;2.52705e-006;2.72012e-006;2.63393e-006
15.68;2.58499e-006;2.50335e-006;2.69473e-006;2.60929e-006
15.69;2.5608e-006;2.47986e-006;2.66959e-006;2.58488e-006
15.7;2.53684e-006;2.4566e-006;2.64468e-006;2.56069e-006
15.71;2.5131e-006;2.43355e-006;2.61999e-006;2.53673e-006
15.72;2.48959e-006;2.41072e-006;2.59554e-006;2.51299e-006
15.73;2.46629e-006;2.3881e-006;2.57132e-006;2.48948e-006
15.74;2.44321e-006;2.3657e-006;2.54732e-006;2.46618e-006
15.75;2.42034e-006;2.3435e-006;2.52354e-006;2.4431e-006
15.76;2.39769e-006;2.32151e-006;2.49999e-006;2.42024e-006
15.77;2.37525e-006;2.29972e-006;2.47665e-006;2.39759e-006
15.78;2.35302e-006;2.27814e-006;2.45353e-006;2.37515e-006
15.79;2.33099e-006;2.25676e-006;2.43063e-006;2.35292e-006
15.8;2.30917e-006;2.23558e-006;2.40794e-006;2.33089e-006
15.81;2.28756e-006;2.2146e-006;2.38546e-006;2.30907e-006
15.82;2.26614e-006;2.19382e-006;2.36319e-006;2.28746e-006
15.83;2.24493e-006;2.17323e-006;2.34112e-006;2.26604e-006
15.84;2.22391e-006;2.15283e-006;2.31927e-006;2.24483e-006
15.85;2.20309e-006;2.13262e-006;2.29761e-006;2.22381e-006
15.86;2.18246e-006;2.1126e-006;2.27616e-006;2.20299e-006
15.87;2.16203e-006;2.09277e-006;2.2549e-006;2.18237e-006
15.88;2.14179e-006;2.07312e-006;2.23384e-006;2.16194e-006
15.89;2.12173e-006;2.05366e-006;2.21298e-006;2.14169e-006
15.9;2.10186e-006;2.03438e-006;2.19232e-006;2.12164e-006
15.91;2.08218e-006;2.01528e-006;2.17184e-006;2.10177e-006
15.92;2.06268e-006;1.99636e-006;2.15156e-006;2.08209e-006
15.93;2.04336e-006;1.97762e-006;2.13146e-006;2.06259e-006
15.94;2.02423e-006;1.95905e-006;2.11155e-006;2.04328e-006
15.95;2.00527e-006;1.94065e-006;2.09183e-006;2.02414e-006
15.96;1.98649e-006;1.92243e-006;2.07229e-006;2.00518e-006
15.97;1.96788e-006;1.90437e-006;2.05293e-006;1.9864e-006
15.98;1.94945e-006;1.88649e-006;2.03375e-006;1.9678e-006
15.99;1.93119e-006;1.86877e-006;2.01475e-006;1.94936e-006
16;1.9131e-006;1.85122e-006;1.99593e-006;1.9311e-006
16.01;1.89518e-006;1.83384e-006;1.97728e-006;1.91301e-006
16.02;1.87742e-006;1.81661e-006;1.95881e-006;1.89509e-006
16.03;1.85983e-006;1.79955e-006;1.94051e-006;1.87734e-006
16.04;1.84241e-006;1.78264e-006;1.92238e-006;1.85975e-006
16.05;1.82515e-006;1.7659e-006;1.90441e-006;1.84233e-006
16.06;1.80805e-006;1.74931e-006;1.88662e-006;1.82507e-006
16.07;1.79111e-006;1.73288e-006;1.86899e-006;1.80797e-006
16.08;1.77432e-006;1.7166e-006;1.85152e-006;1.79103e-006
16.09;1.7577e-006;1.70047e-006;1.83422e-006;1.77424e-006
16.1;1.74123e-006;1.68449e-006;1.81708e-006;1.75762e-006
16.11;1.72491e-006;1.66867e-006;1.80009e-006;1.74115e-006
16.12;1.70874e-006;1.65299e-006;1.78327e-006;1.72483e-006
16.13;1.69273e-006;1.63746e-006;1.7666e-006;1.70867e-006
16.14;1.67686e-006;1.62207e-006;1.75009e-006;1.69265e-006
16.15;1.66115e-006;1.60683e-006;1.73373e-006;1.67679e-006
16.16;1.64558e-006;1.59173e-006;1.71752e-006;1.66107e-006
16.17;1.63015e-006;1.57677e-006;1.70147e-006;1.6455e-006
16.18;1.61487e-006;1.56195e-006;1.68556e-006;1.63008e-006
16.19;1.59974e-006;1.54727e-006;1.6698e-006;1.6148e-006
16.2;1.58474e-006;1.53273e-006;1.65419e-006;1.59966e-006
16.21;1.56988e-006;1.51832e-006;1.63873e-006;1.58467e-006
16.22;1.55517e-006;1.50405e-006;1.6234e-006;1.56981e-006
16.23;1.54059e-006;1.48992e-006;1.60823e-006;1.5551e-006
16.24;1.52614e-006;1.47591e-006;1.59319e-006;1.54052e-006
16.25;1.51183e-006;1.46204e-006;1.57829e-006;1.52607e-006
16.26;1.49766e-006;1.44829e-006;1.56353e-006;1.51176e-006
16.27;1.48361e-006;1.43468e-006;1.54891e-006;1.49759e-006
16.28;1.4697e-006;1.42119e-006;1.53442e-006;1.48355e-006
16.29;1.45592e-006;1.40783e-006;1.52007e-006;1.46964e-006
16.3;1.44227e-006;1.39459e-006;1.50586e-006;1.45586e-006
16.31;1.42874e-006;1.38148e-006;1.49177e-006;1.4422e-006
16.32;1.41534e-006;1.36849e-006;1.47782e-006;1.42868e-006
16.33;1.40207e-006;1.35562e-006;1.464e-006;1.41528e-006
16.34;1.38892e-006;1.34288e-006;1.4503e-006;1.40201e-006
16.35;1.37589e-006;1.33025e-006;1.43674e-006;1.38886e-006
16.36;1.36299e-006;1.31774e-006;1.4233e-006;1.37583e-006
16.37;1.3502e-006;1.30535e-006;1.40998e-006;1.36293e-006
16.38;1.33754e-006;1.29307e-006;1.39679e-006;1.35014e-006
16.39;1.32499e-006;1.28091e-006;1.38372e-006;1.33748e-006
16.4;1.31256e-006;1.26886e-006;1.37078e-006;1.32493e-006
16.41;1.30025e-006;1.25693e-006;1.35795e-006;1.3125e-006
16.42;1.28805e-006;1.24511e-006;1.34525e-006;1.30019e-006
16.43;1.27597e-006;1.23339e-006;1.33266e-006;1.28799e-006
16.44;1.26399e-006;1.22179e-006;1.32019e-006;1.27591e-006
16.45;1.25214e-006;1.2103e-006;1.30784e-006;1.26394e-006
16.46;1.24039e-006;1.19891e-006;1.2956e-006;1.25208e-006
16.47;1.22875e-006;1.18763e-006;1.28347e-006;1.24033e-006
16.48;1.21722e-006;1.17646e-006;1.27146e-006;1.22869e-006
16.49;1.2058e-006;1.16539e-006;1.25956e-006;1.21716e-006
16.5;1.19448e-006;1.15443e-006;1.24778e-006;1.20574e-006
16.51;1.18327e-006;1.14357e-006;1.2361e-006;1.19443e-006
16.52;1.17217e-006;1.13281e-006;1.22453e-006;1.18322e-006
16.53;1.16117e-006;1.12215e-006;1.21307e-006;1.17211e-006
16.54;1.15027e-006;1.11159e-006;1.20171e-006;1.16111e-006
16.55;1.13947e-006;1.10113e-006;1.19046e-006;1.15021e-006
16.56;1.12878e-006;1.09077e-006;1.17932e-006;1.13942e-006
16.57;1.11818e-006;1.0805e-006;1.16828e-006;1.12872e-006
16.58;1.10769e-006;1.07033e-006;1.15734e-006;1.11813e-006
16.59;1.09729e-006;1.06026e-006;1.14651e-006;1.10763e-006
16.6;1.08699e-006;1.05028e-006;1.13577e-006;1.09724e-006
16.61;1.07678e-006;1.0404e-006;1.12514e-006;1.08694e-006
16.62;1.06667e-006;1.0306e-006;1.1146e-006;1.07673e-006
16.63;1.05666e-006;1.0209e-006;1.10417e-006;1.06662e-006
16.64;1.04674e-006;1.01129e-006;1.09383e-006;1.05661e-006
16.65;1.03691e-006;1.00177e-006;1.08359e-006;1.04669e-006
16.66;1.02718e-006;9.92344e-007;1.07344e-006;1.03686e-006
16.67;1.01753e-006;9.83002e-007;1.06339e-006;1.02713e-006
16.68;1.00798e-006;9.73748e-007;1.05343e-006;1.01748e-006
16.69;9.98511e-007;9.64581e-007;1.04356e-006;1.00793e-006
16.7;9.89135e-007;9.55499e-007;1.03379e-006;9.98464e-007
16.71;9.79846e-007;9.46503e-007;1.02411e-006;9.89088e-007
16.72;9.70644e-007;9.37591e-007;1.01452e-006;9.798e-007
16.73;9.61528e-007;9.28763e-007;1.00501e-006;9.70598e-007
16.74;9.52498e-007;9.20018e-007;9.956e-007;9.61483e-007
16.75;9.43552e-007;9.11355e-007;9.86274e-007;9.52453e-007
16.76;9.3469e-007;9.02773e-007;9.77035e-007;9.43507e-007
16.77;9.2591e-007;8.94271e-007;9.67883e-007;9.34645e-007
16.78;9.17213e-007;8.85849e-007;9.58816e-007;9.25867e-007
16.79;9.08598e-007;8.77507e-007;9.49833e-007;9.1717e-007
16.8;9.00063e-007;8.69243e-007;9.40935e-007;9.08554e-007
16.81;8.91607e-007;8.61056e-007;9.32119e-007;9.0002e-007
16.82;8.83231e-007;8.52946e-007;9.23386e-007;8.91565e-007
16.83;8.74934e-007;8.44912e-007;9.14734e-007;8.83189e-007
16.84;8.66714e-007;8.36954e-007;9.06163e-007;8.74892e-007
16.85;8.58571e-007;8.2907e-007;8.97672e-007;8.66673e-007
16.86;8.50504e-007;8.2126e-007;8.89261e-007;8.5853e-007
16.87;8.42513e-007;8.13524e-007;8.80928e-007;8.50464e-007
16.88;8.34597e-007;8.0586e-007;8.72672e-007;8.42473e-007
16.89;8.26754e-007;7.98268e-007;8.64494e-007;8.34557e-007
16.9;8.18986e-007;7.90748e-007;8.56392e-007;8.26715e-007
16.91;8.1129e-007;7.83298e-007;8.48366e-007;8.18946e-007
16.92;8.03666e-007;7.75918e-007;8.40415e-007;8.11251e-007
16.93;7.96113e-007;7.68607e-007;8.32538e-007;8.03627e-007
16.94;7.88631e-007;7.61365e-007;8.24735e-007;7.96075e-007
16.95;7.81219e-007;7.54191e-007;8.17004e-007;7.88593e-007
16.96;7.73877e-007;7.47084e-007;8.09346e-007;7.81182e-007
16.97;7.66603e-007;7.40044e-007;8.01759e-007;7.7384e-007
16.98;7.59398e-007;7.3307e-007;7.94244e-007;7.66566e-007
16.99;7.5226e-007;7.26162e-007;7.86798e-007;7.59361e-007
17;7.45189e-007;7.19319e-007;7.79422e-007;7.52224e-007
17.01;7.38184e-007;7.12539e-007;7.72115e-007;7.45153e-007
17.02;7.31245e-007;7.05824e-007;7.64876e-007;7.38148e-007
17.03;7.2437e-007;6.99171e-007;7.57705e-007;7.31209e-007
17.04;7.17561e-007;6.92581e-007;7.506e-007;7.24335e-007
17.05;7.10815e-007;6.86053e-007;7.43563e-007;7.17526e-007
17.06;7.04132e-007;6.79587e-007;7.3659e-007;7.1078e-007
17.07;6.97511e-007;6.73181e-007;7.29683e-007;7.04097e-007
17.08;6.90953e-007;6.66835e-007;7.22841e-007;6.97478e-007
17.09;6.84457e-007;6.60549e-007;7.16063e-007;6.9092e-007
17.1;6.78021e-007;6.54322e-007;7.09347e-007;6.84423e-007
17.11;6.71645e-007;6.48153e-007;7.02695e-007;6.77988e-007
17.12;6.65329e-007;6.42042e-007;6.96105e-007;6.71612e-007
17.13;6.59073e-007;6.35989e-007;6.89576e-007;6.65297e-007
17.14;6.52875e-007;6.29993e-007;6.83109e-007;6.5904e-007
17.15;6.46735e-007;6.24053e-007;6.76702e-007;6.52843e-007
17.16;6.40653e-007;6.18168e-007;6.70354e-007;6.46703e-007
17.17;6.34627e-007;6.1234e-007;6.64067e-007;6.40621e-007
17.18;6.28658e-007;6.06565e-007;6.57837e-007;6.34596e-007
17.19;6.22745e-007;6.00846e-007;6.51667e-007;6.28627e-007
17.2;6.16888e-007;5.9518e-007;6.45553e-007;6.22715e-007
17.21;6.11085e-007;5.89567e-007;6.39497e-007;6.16858e-007
17.22;6.05337e-007;5.84007e-007;6.33498e-007;6.11055e-007
17.23;5.99643e-007;5.78499e-007;6.27555e-007;6.05307e-007
17.24;5.94002e-007;5.73043e-007;6.21667e-007;5.99613e-007
17.25;5.88414e-007;5.67638e-007;6.15834e-007;5.93973e-007
17.26;5.82878e-007;5.62284e-007;6.10056e-007;5.88385e-007
17.27;5.77395e-007;5.5698e-007;6.04332e-007;5.8285e-007
17.28;5.71962e-007;5.51727e-007;5.98661e-007;5.77366e-007
17.29;5.66581e-007;5.46522e-007;5.93044e-007;5.71934e-007
17.3;5.6125e-007;5.41367e-007;5.87479e-007;5.66553e-007
17.31;5.55969e-007;5.3626e-007;5.81966e-007;5.61222e-007
17.32;5.50738e-007;5.31201e-007;5.76505e-007;5.55942e-007
17.33;5.45556e-007;5.26189e-007;5.71094e-007;5.50711e-007
17.34;5.40422e-007;5.21225e-007;5.65734e-007;5.45529e-007
17.35;5.35336e-007;5.16308e-007;5.60425e-007;5.40395e-007
17.36;5.30299e-007;5.11436e-007;5.55165e-007;5.3531e-007
17.37;5.25308e-007;5.06611e-007;5.49954e-007;5.30272e-007
17.38;5.20364e-007;5.01831e-007;5.44792e-007;5.25282e-007
17.39;5.15467e-007;4.97095e-007;5.39679e-007;5.20338e-007
17.4;5.10615e-007;4.92405e-007;5.34613e-007;5.15441e-007
17.41;5.05809e-007;4.87758e-007;5.29594e-007;5.1059e-007
17.42;5.01048e-007;4.83155e-007;5.24623e-007;5.05784e-007
17.43;4.96332e-007;4.78596e-007;5.19698e-007;5.01023e-007
17.44;4.9166e-007;4.74079e-007;5.14819e-007;4.96307e-007
17.45;4.87032e-007;4.69605e-007;5.09986e-007;4.91636e-007
17.46;4.82447e-007;4.65173e-007;5.05198e-007;4.87008e-007
17.47;4.77906e-007;4.60783e-007;5.00455e-007;4.82423e-007
17.48;4.73407e-007;4.56433e-007;4.95756e-007;4.77882e-007
17.49;4.6895e-007;4.52125e-007;4.91101e-007;4.73383e-007
17.5;4.64535e-007;4.47858e-007;4.8649e-007;4.68926e-007
17.51;4.60161e-007;4.4363e-007;4.81922e-007;4.64511e-007
17.52;4.55829e-007;4.39442e-007;4.77396e-007;4.60138e-007
17.53;4.51537e-007;4.35294e-007;4.72913e-007;4.55806e-007
17.54;4.47285e-007;4.31185e-007;4.68472e-007;4.51514e-007
17.55;4.43073e-007;4.27114e-007;4.64073e-007;4.47263e-007
17.56;4.38901e-007;4.23082e-007;4.59714e-007;4.43051e-007
17.57;4.34768e-007;4.19088e-007;4.55397e-007;4.38879e-007
17.58;4.30674e-007;4.15131e-007;4.5112e-007;4.34746e-007
17.59;4.26618e-007;4.11211e-007;4.46883e-007;4.30652e-007
17.6;4.22601e-007;4.07329e-007;4.42685e-007;4.26597e-007
17.61;4.18621e-007;4.03483e-007;4.38527e-007;4.22579e-007
17.62;4.14678e-007;3.99673e-007;4.34408e-007;4.18599e-007
17.63;4.10772e-007;3.95899e-007;4.30328e-007;4.14657e-007
17.64;4.06903e-007;3.9216e-007;4.26285e-007;4.10751e-007
17.65;4.03071e-007;3.88457e-007;4.22281e-007;4.06883e-007
17.66;3.99274e-007;3.84789e-007;4.18314e-007;4.0305e-007
17.67;3.95513e-007;3.81155e-007;4.14384e-007;3.99254e-007
17.68;3.91787e-007;3.77555e-007;4.10491e-007;3.95493e-007
17.69;3.88097e-007;3.73989e-007;4.06634e-007;3.91767e-007
17.7;3.84441e-007;3.70457e-007;4.02814e-007;3.88077e-007
17.71;3.80819e-007;3.66958e-007;3.99029e-007;3.84421e-007
17.72;3.77231e-007;3.63492e-007;3.9528e-007;3.80799e-007
17.73;3.73677e-007;3.60058e-007;3.91566e-007;3.77212e-007
17.74;3.70157e-007;3.56657e-007;3.87886e-007;3.73658e-007
17.75;3.66669e-007;3.53288e-007;3.84241e-007;3.70138e-007
17.76;3.63214e-007;3.49951e-007;3.80631e-007;3.6665e-007
17.77;3.59792e-007;3.46645e-007;3.77054e-007;3.63195e-007
17.78;3.56402e-007;3.4337e-007;3.7351e-007;3.59773e-007
17.79;3.53043e-007;3.40126e-007;3.7e-007;3.56383e-007
17.8;3.49716e-007;3.36913e-007;3.66523e-007;3.53025e-007
17.81;3.46421e-007;3.3373e-007;3.63078e-007;3.49698e-007
17.82;3.43156e-007;3.30577e-007;3.59665e-007;3.46403e-007
17.83;3.39922e-007;3.27453e-007;3.56285e-007;3.43138e-007
17.84;3.36719e-007;3.24359e-007;3.52936e-007;3.39905e-007
17.85;3.33545e-007;3.21294e-007;3.49619e-007;3.36701e-007
17.86;3.30402e-007;3.18258e-007;3.46332e-007;3.33528e-007
17.87;3.27288e-007;3.15251e-007;3.43077e-007;3.30384e-007
17.88;3.24203e-007;3.12272e-007;3.39852e-007;3.27271e-007
17.89;3.21147e-007;3.09321e-007;3.36657e-007;3.24186e-007
17.9;3.1812e-007;3.06398e-007;3.33492e-007;3.2113e-007
17.91;3.15121e-007;3.03502e-007;3.30357e-007;3.18103e-007
17.92;3.1215e-007;3.00634e-007;3.27251e-007;3.15105e-007
17.93;3.09208e-007;2.97792e-007;3.24174e-007;3.12134e-007
17.94;3.06293e-007;2.94978e-007;3.21126e-007;3.09192e-007
17.95;3.03405e-007;2.9219e-007;3.18107e-007;3.06277e-007
17.96;3.00545e-007;2.89428e-007;3.15116e-007;3.03389e-007
17.97;2.97711e-007;2.86692e-007;3.12153e-007;3.00529e-007
17.98;2.94905e-007;2.83982e-007;3.09217e-007;2.97696e-007
17.99;2.92124e-007;2.81298e-007;3.0631e-007;2.94889e-007
18;2.8937e-007;2.78639e-007;3.03429e-007;2.92109e-007
18.01;2.86641e-007;2.76005e-007;3.00576e-007;2.89354e-007
18.02;2.83938e-007;2.73395e-007;2.97749e-007;2.86626e-007
18.03;2.81261e-007;2.70811e-007;2.94949e-007;2.83923e-007
18.04;2.78609e-007;2.6825e-007;2.92175e-007;2.81246e-007
18.05;2.75981e-007;2.65714e-007;2.89427e-007;2.78594e-007
18.06;2.73379e-007;2.63202e-007;2.86705e-007;2.75967e-007
18.07;2.708e-007;2.60713e-007;2.84008e-007;2.73364e-007
18.08;2.68247e-007;2.58248e-007;2.81337e-007;2.70786e-007
18.09;2.65717e-007;2.55806e-007;2.7869e-007;2.68232e-007
18.1;2.63211e-007;2.53387e-007;2.76069e-007;2.65703e-007
18.11;2.60728e-007;2.50991e-007;2.73472e-007;2.63197e-007
18.12;2.58269e-007;2.48618e-007;2.709e-007;2.60714e-007
18.13;2.55833e-007;2.46267e-007;2.68351e-007;2.58255e-007
18.14;2.5342e-007;2.43938e-007;2.65827e-007;2.55819e-007
18.15;2.51029e-007;2.41631e-007;2.63326e-007;2.53406e-007
18.16;2.48661e-007;2.39346e-007;2.60848e-007;2.51016e-007
18.17;2.46315e-007;2.37082e-007;2.58394e-007;2.48648e-007
18.18;2.43992e-007;2.3484e-007;2.55963e-007;2.46302e-007
18.19;2.4169e-007;2.32618e-007;2.53555e-007;2.43979e-007
18.2;2.3941e-007;2.30418e-007;2.51169e-007;2.41677e-007
18.21;2.37151e-007;2.28239e-007;2.48806e-007;2.39397e-007
18.22;2.34913e-007;2.2608e-007;2.46464e-007;2.37138e-007
18.23;2.32697e-007;2.23941e-007;2.44145e-007;2.34901e-007
18.24;2.30501e-007;2.21823e-007;2.41848e-007;2.32685e-007
18.25;2.28327e-007;2.19724e-007;2.39572e-007;2.30489e-007
18.26;2.26172e-007;2.17646e-007;2.37317e-007;2.28314e-007
18.27;2.24038e-007;2.15587e-007;2.35084e-007;2.2616e-007
18.28;2.21924e-007;2.13547e-007;2.32871e-007;2.24026e-007
18.29;2.1983e-007;2.11527e-007;2.3068e-007;2.21912e-007
18.3;2.17755e-007;2.09525e-007;2.28509e-007;2.19818e-007
18.31;2.157e-007;2.07543e-007;2.26358e-007;2.17743e-007
18.32;2.13664e-007;2.05579e-007;2.24227e-007;2.15688e-007
18.33;2.11648e-007;2.03634e-007;2.22117e-007;2.13653e-007
18.34;2.0965e-007;2.01707e-007;2.20026e-007;2.11636e-007
18.35;2.07672e-007;1.99799e-007;2.17955e-007;2.09639e-007
18.36;2.05712e-007;1.97908e-007;2.15903e-007;2.0766e-007
18.37;2.0377e-007;1.96035e-007;2.13871e-007;2.057e-007
18.38;2.01846e-007;1.9418e-007;2.11857e-007;2.03759e-007
18.39;1.99941e-007;1.92342e-007;2.09863e-007;2.01836e-007
18.4;1.98054e-007;1.90522e-007;2.07887e-007;1.9993e-007
18.41;1.96184e-007;1.88719e-007;2.0593e-007;1.98043e-007
18.42;1.94332e-007;1.86933e-007;2.03991e-007;1.96174e-007
18.43;1.92498e-007;1.85163e-007;2.0207e-007;1.94322e-007
18.44;1.9068e-007;1.83411e-007;2.00168e-007;1.92487e-007
18.45;1.8888e-007;1.81675e-007;1.98283e-007;1.9067e-007
18.46;1.87097e-007;1.79955e-007;1.96416e-007;1.8887e-007
18.47;1.8533e-007;1.78252e-007;1.94566e-007;1.87087e-007
18.48;1.83581e-007;1.76564e-007;1.92734e-007;1.8532e-007
18.49;1.81847e-007;1.74893e-007;1.90919e-007;1.83571e-007
18.5;1.8013e-007;1.73237e-007;1.89121e-007;1.81837e-007
18.51;1.78429e-007;1.71597e-007;1.8734e-007;1.8012e-007
18.52;1.76745e-007;1.69973e-007;1.85576e-007;1.7842e-007
18.53;1.75076e-007;1.68364e-007;1.83828e-007;1.76735e-007
18.54;1.73422e-007;1.6677e-007;1.82097e-007;1.75066e-007
18.55;1.71785e-007;1.65191e-007;1.80382e-007;1.73413e-007
18.56;1.70162e-007;1.63627e-007;1.78683e-007;1.71775e-007
18.57;1.68555e-007;1.62078e-007;1.77e-007;1.70153e-007
18.58;1.66963e-007;1.60543e-007;1.75333e-007;1.68546e-007
18.59;1.65386e-007;1.59023e-007;1.73681e-007;1.66954e-007
18.6;1.63824e-007;1.57517e-007;1.72045e-007;1.65377e-007
